;reer;reer_bis;pi;cpi;pce;mon_pol;mon_pol_CW;mon_pol_RBNZ
02.01.1993;100.0320076;115.82;66.8594;60.37541611;70.735;3.03;3.03;3.03
03.01.1993;99.37230277;114.52;66.7658;60.45979824;70.889;3.07;3.07;3.07
04.01.1993;97.7902826;112.12;67;60.67075357;71.095;2.96;2.96;2.96
05.01.1993;97.84485871;111.92;66.7674;60.83951784;71.336;3;3;3
06.01.1993;98.2781012;112.4;66.8781;60.88170891;71.404;3.04;3.04;3.04
07.01.1993;99.55959357;113.98;67.0845;60.96609104;71.552;3.06;3.06;3.06
08.01.1993;99.39236283;113.7;67.014;61.09266424;71.686;3.03;3.03;3.03
09.01.1993;98.5026645;113.09;67.3345;61.17704637;71.793;3.09;3.09;3.09
10.01.1993;99.30800068;114.01;67.8515;61.43019277;71.912;2.99;2.99;2.99
11.01.1993;100.5191618;115.14;68.1326;61.59895704;72.097;3.02;3.02;3.02
12.01.1993;100.7737769;115.93;68.5054;61.72553024;72.129;2.96;2.96;2.96
01.01.1994;100.8537378;116.2;68.7648;61.72553024;72.186;3.05;3.05;3.05
02.01.1994;100.5978924;115.19;68.7836;61.8942945;72.342;3.25;3.25;3.25
03.01.1994;101.056074;114.61;69.4766;62.06305877;72.589;3.34;3.34;3.34
04.01.1994;101.4536758;114.56;69.8703;62.10524983;72.698;3.56;3.56;3.56
05.01.1994;100.6029387;113.85;70.2281;62.23182303;72.86;4.01;4.01;4.01
06.01.1994;100.1059948;113.04;70.6763;62.4005873;73.021;4.25;4.25;4.25
07.01.1994;98.43544433;110.71;70.7846;62.61154263;73.175;4.26;4.26;4.26
08.01.1994;98.42244787;110.86;71.2053;62.86468903;73.257;4.47;4.47;4.47
09.01.1994;97.48375169;109.55;71.4767;62.99126223;73.368;4.73;4.73;4.73
10.01.1994;96.41537369;108.51;72.082;63.0334533;73.54;4.76;4.76;4.76
11.01.1994;96.92713713;109.09;72.5263;63.20221756;73.675;5.29;5.29;5.29
12.01.1994;100.4131241;110.92;73.2879;63.32879076;73.7;5.45;5.45;5.45
01.01.1995;104.5536047;110.55;73.4219;63.49755503;73.883;5.53;5.53;5.790566413
02.01.1995;103.4719027;109.53;73.3025;63.66631929;74.004;5.92;5.92;6.131132826
03.01.1995;102.7999568;105.78;73.4081;63.79289249;74.186;5.98;5.98;5.900677505
04.01.1995;98.32832943;102.39;73.3612;64.04603889;74.358;6.05;6.05;5.88857327
05.01.1995;97.53112613;102.88;73.6104;64.17261209;74.485;6.01;6.01;5.838142743
06.01.1995;97.59368679;102.89;73.8602;64.29918529;74.549;6;6;5.53029656
07.01.1995;97.03862807;103.22;73.5664;64.38356742;74.667;5.85;5.85;5.519445548
08.01.1995;99.30344303;106.47;74.495;64.51014062;74.846;5.74;5.74;5.571026226
09.01.1995;100.3327779;108.43;74.7937;64.59452276;74.945;5.8;5.8;5.468590907
10.01.1995;100.2673276;107.35;74.7017;64.76328702;75.127;5.76;5.76;5.467117112
11.01.1995;102.1153261;107.86;74.8897;64.84766915;75.175;5.8;5.8;5.322270371
12.01.1995;102.5266938;108.71;75.1755;64.93205129;75.281;5.6;5.6;5.194376334
01.01.1996;103.0739171;110.07;74.6841;65.26957982;75.366;5.56;5.56;5.016801188
02.01.1996;103.1072044;110.26;75.8344;65.39615302;75.464;5.22;5.22;4.789031045
03.01.1996;103.0214591;110.23;75.7631;65.60710835;75.639;5.31;5.31;5.190880344
04.01.1996;103.1288549;110.8;76.4562;65.86025475;75.741;5.22;5.22;5.360795055
05.01.1996;103.3440271;111.31;77.0161;65.98682795;75.873;5.24;5.24;5.423447868
06.01.1996;103.6807652;111.71;77.6669;66.11340115;75.931;5.27;5.27;5.585016444
07.01.1996;103.2845808;111.46;77.5662;66.23997435;76.074;5.4;5.4;5.593611928
08.01.1996;102.3096753;110.9;78.016;66.32435648;76.14;5.22;5.22;5.421958569
09.01.1996;102.8636524;111.62;78.5532;66.53531181;76.37;5.3;5.3;5.582134131
10.01.1996;103.4097339;112;78.5065;66.74626715;76.552;5.24;5.24;5.351398917
